term,term_translation,lang_code
https://www.iana.org/assignments/media-types/application/ujcs+json,application/ujcs+json,en
https://www.iana.org/assignments/media-types/application/ulpfec,application/ulpfec,en
https://www.iana.org/assignments/media-types/application/urc-grpsheet+xml,application/urc-grpsheet+xml,en
https://www.iana.org/assignments/media-types/application/urc-ressheet+xml,application/urc-ressheet+xml,en
https://www.iana.org/assignments/media-types/application/urc-targetdesc+xml,application/urc-targetdesc+xml,en
https://www.iana.org/assignments/media-types/application/urc-uisocketdesc+xml,application/urc-uisocketdesc+xml,en
https://www.iana.org/assignments/media-types/application/vc,application/vc,en
https://www.iana.org/assignments/media-types/application/vc+cose,application/vc+cose,en
https://www.iana.org/assignments/media-types/application/vc+jwt,application/vc+jwt,en
https://www.iana.org/assignments/media-types/application/vcard+json,application/vcard+json,en
https://www.iana.org/assignments/media-types/application/vcard+xml,application/vcard+xml,en
https://www.iana.org/assignments/media-types/application/vec+xml,application/vec+xml,en
https://www.iana.org/assignments/media-types/application/vec-package+gzip,application/vec-package+gzip,en
https://www.iana.org/assignments/media-types/application/vec-package+zip,application/vec-package+zip,en
https://www.iana.org/assignments/media-types/application/vemmi,application/vemmi,en
https://www.iana.org/assignments/media-types/application/vnd.1000minds.decision-model+xml,application/vnd.1000minds.decision-model+xml,en
https://www.iana.org/assignments/media-types/application/vnd.1ob,application/vnd.1ob,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.5gnas,application/vnd.3gpp.5gnas,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.5gsa2x,application/vnd.3gpp.5gsa2x,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.5gsa2x-local-service-information,application/vnd.3gpp.5gsa2x-local-service-information,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.5gsv2x,application/vnd.3gpp.5gsv2x,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.5gsv2x-local-service-information,application/vnd.3gpp.5gsv2x-local-service-information,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.access-transfer-events+xml,application/vnd.3gpp.access-transfer-events+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.bsf+xml,application/vnd.3gpp.bsf+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.crs+xml,application/vnd.3gpp.crs+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.current-location-discovery+xml,application/vnd.3gpp.current-location-discovery+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.GMOP+xml,application/vnd.3gpp.GMOP+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.gtpc,application/vnd.3gpp.gtpc,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.interworking-data,application/vnd.3gpp.interworking-data,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.lpp,application/vnd.3gpp.lpp,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mc-signalling-ear,application/vnd.3gpp.mc-signalling-ear,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-affiliation-command+xml,application/vnd.3gpp.mcdata-affiliation-command+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-info+xml,application/vnd.3gpp.mcdata-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-msgstore-ctrl-request+xml,application/vnd.3gpp.mcdata-msgstore-ctrl-request+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-payload,application/vnd.3gpp.mcdata-payload,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-regroup+xml,application/vnd.3gpp.mcdata-regroup+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-service-config+xml,application/vnd.3gpp.mcdata-service-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-signalling,application/vnd.3gpp.mcdata-signalling,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-ue-config+xml,application/vnd.3gpp.mcdata-ue-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcdata-user-profile+xml,application/vnd.3gpp.mcdata-user-profile+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-affiliation-command+xml,application/vnd.3gpp.mcptt-affiliation-command+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-floor-request+xml,application/vnd.3gpp.mcptt-floor-request+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-info+xml,application/vnd.3gpp.mcptt-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-location-info+xml,application/vnd.3gpp.mcptt-location-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-mbms-usage-info+xml,application/vnd.3gpp.mcptt-mbms-usage-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-regroup+xml,application/vnd.3gpp.mcptt-regroup+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-service-config+xml,application/vnd.3gpp.mcptt-service-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-signed+xml,application/vnd.3gpp.mcptt-signed+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-ue-config+xml,application/vnd.3gpp.mcptt-ue-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-ue-init-config+xml,application/vnd.3gpp.mcptt-ue-init-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcptt-user-profile+xml,application/vnd.3gpp.mcptt-user-profile+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-affiliation-command+xml,application/vnd.3gpp.mcvideo-affiliation-command+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-affiliation-info+xml (OBSOLETED in favor of application/vnd.3gpp.mcvideo-info+xml),application/vnd.3gpp.mcvideo-affiliation-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-info+xml,application/vnd.3gpp.mcvideo-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-location-info+xml,application/vnd.3gpp.mcvideo-location-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-mbms-usage-info+xml,application/vnd.3gpp.mcvideo-mbms-usage-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-regroup+xml,application/vnd.3gpp.mcvideo-regroup+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-service-config+xml,application/vnd.3gpp.mcvideo-service-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-transmission-request+xml,application/vnd.3gpp.mcvideo-transmission-request+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-ue-config+xml,application/vnd.3gpp.mcvideo-ue-config+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mcvideo-user-profile+xml,application/vnd.3gpp.mcvideo-user-profile+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.mid-call+xml,application/vnd.3gpp.mid-call+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.ngap,application/vnd.3gpp.ngap,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.pfcp,application/vnd.3gpp.pfcp,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-large,application/vnd.3gpp.pic-bw-large,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-small,application/vnd.3gpp.pic-bw-small,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.pic-bw-var,application/vnd.3gpp.pic-bw-var,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.pinapp-info+xml,application/vnd.3gpp.pinapp-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose-pc3a+xml,application/vnd.3gpp-prose-pc3a+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose-pc3ach+xml,application/vnd.3gpp-prose-pc3ach+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose-pc3ch+xml,application/vnd.3gpp-prose-pc3ch+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose-pc8+xml,application/vnd.3gpp-prose-pc8+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-prose+xml,application/vnd.3gpp-prose+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.s1ap,application/vnd.3gpp.s1ap,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-app-comm-requirements-info+xml,application/vnd.3gpp.seal-app-comm-requirements-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-data-delivery-info+cbor,application/vnd.3gpp.seal-data-delivery-info+cbor,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-data-delivery-info+xml,application/vnd.3gpp.seal-data-delivery-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-group-doc+xml,application/vnd.3gpp.seal-group-doc+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-info+xml,application/vnd.3gpp.seal-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-location-info+cbor,application/vnd.3gpp.seal-location-info+cbor,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-location-info+xml,application/vnd.3gpp.seal-location-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-mbms-usage-info+xml,application/vnd.3gpp.seal-mbms-usage-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-mbs-usage-info+xml,application/vnd.3gpp.seal-mbs-usage-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-network-QoS-management-info+xml,application/vnd.3gpp.seal-network-QoS-management-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-network-resource-info+cbor,application/vnd.3gpp.seal-network-resource-info+cbor,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-ue-config-info+xml,application/vnd.3gpp.seal-ue-config-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-unicast-info+xml,application/vnd.3gpp.seal-unicast-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.seal-user-profile-info+xml,application/vnd.3gpp.seal-user-profile-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.sms,application/vnd.3gpp.sms,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.sms+xml,application/vnd.3gpp.sms+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.srvcc-ext+xml,application/vnd.3gpp.srvcc-ext+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.SRVCC-info+xml,application/vnd.3gpp.SRVCC-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.state-and-event-info+xml,application/vnd.3gpp.state-and-event-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.ussd+xml,application/vnd.3gpp.ussd+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.vae-info+xml,application/vnd.3gpp.vae-info+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp-v2x-local-service-information,application/vnd.3gpp-v2x-local-service-information,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp2.bcmcsinfo+xml,application/vnd.3gpp2.bcmcsinfo+xml,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp2.sms,application/vnd.3gpp2.sms,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp2.tcap,application/vnd.3gpp2.tcap,en
https://www.iana.org/assignments/media-types/application/vnd.3gpp.v2x,application/vnd.3gpp.v2x,en
https://www.iana.org/assignments/media-types/application/vnd.3lightssoftware.imagescal,application/vnd.3lightssoftware.imagescal,en
https://www.iana.org/assignments/media-types/application/vnd.3M.Post-it-Notes,application/vnd.3M.Post-it-Notes,en
https://www.iana.org/assignments/media-types/application/vnd.accpac.simply.aso,application/vnd.accpac.simply.aso,en
https://www.iana.org/assignments/media-types/application/vnd.accpac.simply.imp,application/vnd.accpac.simply.imp,en
https://www.iana.org/assignments/media-types/application/vnd.acm.addressxfer+json,application/vnd.acm.addressxfer+json,en
https://www.iana.org/assignments/media-types/application/vnd.acm.chatbot+json,application/vnd.acm.chatbot+json,en
https://www.iana.org/assignments/media-types/application/vnd.acucobol,application/vnd.acucobol,en
https://www.iana.org/assignments/media-types/application/vnd.acucorp,application/vnd.acucorp,en
https://www.iana.org/assignments/media-types/application/vnd.adobe.flash.movie,application/vnd.adobe.flash.movie,en
https://www.iana.org/assignments/media-types/application/vnd.adobe.formscentral.fcdt,application/vnd.adobe.formscentral.fcdt,en
https://www.iana.org/assignments/media-types/application/vnd.adobe.fxp,application/vnd.adobe.fxp,en
https://www.iana.org/assignments/media-types/application/vnd.adobe.partial-upload,application/vnd.adobe.partial-upload,en
https://www.iana.org/assignments/media-types/application/vnd.adobe.xdp+xml,application/vnd.adobe.xdp+xml,en
https://www.iana.org/assignments/media-types/application/vnd.aether.imp,application/vnd.aether.imp,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.afplinedata,application/vnd.afpc.afplinedata,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.afplinedata-pagedef,application/vnd.afpc.afplinedata-pagedef,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.cmoca-cmresource,application/vnd.afpc.cmoca-cmresource,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-charset,application/vnd.afpc.foca-charset,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-codedfont,application/vnd.afpc.foca-codedfont,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.foca-codepage,application/vnd.afpc.foca-codepage,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca,application/vnd.afpc.modca,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-cmtable,application/vnd.afpc.modca-cmtable,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-formdef,application/vnd.afpc.modca-formdef,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-mediummap,application/vnd.afpc.modca-mediummap,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-objectcontainer,application/vnd.afpc.modca-objectcontainer,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-overlay,application/vnd.afpc.modca-overlay,en
https://www.iana.org/assignments/media-types/application/vnd.afpc.modca-pagesegment,application/vnd.afpc.modca-pagesegment,en
https://www.iana.org/assignments/media-types/application/vnd.age,application/vnd.age,en
https://www.iana.org/assignments/media-types/application/vnd.ah-barcode,application/vnd.ah-barcode,en
https://www.iana.org/assignments/media-types/application/vnd.ahead.space,application/vnd.ahead.space,en
https://www.iana.org/assignments/media-types/application/vnd.airzip.filesecure.azf,application/vnd.airzip.filesecure.azf,en
https://www.iana.org/assignments/media-types/application/vnd.airzip.filesecure.azs,application/vnd.airzip.filesecure.azs,en
https://www.iana.org/assignments/media-types/application/vnd.amadeus+json,application/vnd.amadeus+json,en
https://www.iana.org/assignments/media-types/application/vnd.amazon.mobi8-ebook,application/vnd.amazon.mobi8-ebook,en
https://www.iana.org/assignments/media-types/application/vnd.americandynamics.acc,application/vnd.americandynamics.acc,en
https://www.iana.org/assignments/media-types/application/vnd.amiga.ami,application/vnd.amiga.ami,en
https://www.iana.org/assignments/media-types/application/vnd.amundsen.maze+xml,application/vnd.amundsen.maze+xml,en
https://www.iana.org/assignments/media-types/application/vnd.android.ota,application/vnd.android.ota,en
https://www.iana.org/assignments/media-types/application/vnd.anki,application/vnd.anki,en
https://www.iana.org/assignments/media-types/application/vnd.anser-web-certificate-issue-initiation,application/vnd.anser-web-certificate-issue-initiation,en
https://www.iana.org/assignments/media-types/application/vnd.antix.game-component,application/vnd.antix.game-component,en
https://www.iana.org/assignments/media-types/application/vnd.apache.arrow.file,application/vnd.apache.arrow.file,en
https://www.iana.org/assignments/media-types/application/vnd.apache.arrow.stream,application/vnd.apache.arrow.stream,en
https://www.iana.org/assignments/media-types/application/vnd.apache.parquet,application/vnd.apache.parquet,en
https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.binary,application/vnd.apache.thrift.binary,en
https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.compact,application/vnd.apache.thrift.compact,en
https://www.iana.org/assignments/media-types/application/vnd.apache.thrift.json,application/vnd.apache.thrift.json,en
https://www.iana.org/assignments/media-types/application/vnd.apexlang,application/vnd.apexlang,en
https://www.iana.org/assignments/media-types/application/vnd.api+json,application/vnd.api+json,en
https://www.iana.org/assignments/media-types/application/vnd.aplextor.warrp+json,application/vnd.aplextor.warrp+json,en
https://www.iana.org/assignments/media-types/application/vnd.apothekende.reservation+json,application/vnd.apothekende.reservation+json,en
https://www.iana.org/assignments/media-types/application/vnd.apple.installer+xml,application/vnd.apple.installer+xml,en
https://www.iana.org/assignments/media-types/application/vnd.apple.keynote,application/vnd.apple.keynote,en
https://www.iana.org/assignments/media-types/application/vnd.apple.mpegurl,application/vnd.apple.mpegurl,en
https://www.iana.org/assignments/media-types/application/vnd.apple.numbers,application/vnd.apple.numbers,en
https://www.iana.org/assignments/media-types/application/vnd.apple.pages,application/vnd.apple.pages,en
https://www.iana.org/assignments/media-types/application/vnd.arastra.swi (OBSOLETED in favor of application/vnd.aristanetworks.swi),application/vnd.arastra.swi,en
https://www.iana.org/assignments/media-types/application/vnd.aristanetworks.swi,application/vnd.aristanetworks.swi,en
https://www.iana.org/assignments/media-types/application/vnd.artisan+json,application/vnd.artisan+json,en
https://www.iana.org/assignments/media-types/application/vnd.artsquare,application/vnd.artsquare,en
https://www.iana.org/assignments/media-types/application/vnd.as207960.vas.config+jer,application/vnd.as207960.vas.config+jer,en
https://www.iana.org/assignments/media-types/application/vnd.as207960.vas.config+uper,application/vnd.as207960.vas.config+uper,en
https://www.iana.org/assignments/media-types/application/vnd.as207960.vas.tap+jer,application/vnd.as207960.vas.tap+jer,en
https://www.iana.org/assignments/media-types/application/vnd.as207960.vas.tap+uper,application/vnd.as207960.vas.tap+uper,en
https://www.iana.org/assignments/media-types/application/vnd.astraea-software.iota,application/vnd.astraea-software.iota,en
https://www.iana.org/assignments/media-types/application/vnd.audiograph,application/vnd.audiograph,en
https://www.iana.org/assignments/media-types/application/vnd.autopackage,application/vnd.autopackage,en
https://www.iana.org/assignments/media-types/application/vnd.avalon+json,application/vnd.avalon+json,en
https://www.iana.org/assignments/media-types/application/vnd.avistar+xml,application/vnd.avistar+xml,en
https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmml+xml,application/vnd.balsamiq.bmml+xml,en
https://www.iana.org/assignments/media-types/application/vnd.banana-accounting,application/vnd.banana-accounting,en
https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.error,application/vnd.bbf.usp.error,en
https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg,application/vnd.bbf.usp.msg,en
https://www.iana.org/assignments/media-types/application/vnd.bbf.usp.msg+json,application/vnd.bbf.usp.msg+json,en
https://www.iana.org/assignments/media-types/application/vnd.balsamiq.bmpr,application/vnd.balsamiq.bmpr,en
https://www.iana.org/assignments/media-types/application/vnd.bekitzur-stech+json,application/vnd.bekitzur-stech+json,en
https://www.iana.org/assignments/media-types/application/vnd.belightsoft.lhzd+zip,application/vnd.belightsoft.lhzd+zip,en
https://www.iana.org/assignments/media-types/application/vnd.belightsoft.lhzl+zip,application/vnd.belightsoft.lhzl+zip,en
https://www.iana.org/assignments/media-types/application/vnd.bint.med-content,application/vnd.bint.med-content,en
https://www.iana.org/assignments/media-types/application/vnd.biopax.rdf+xml,application/vnd.biopax.rdf+xml,en
https://www.iana.org/assignments/media-types/application/vnd.blink-idb-value-wrapper,application/vnd.blink-idb-value-wrapper,en
https://www.iana.org/assignments/media-types/application/vnd.blueice.multipass,application/vnd.blueice.multipass,en
https://www.iana.org/assignments/media-types/application/vnd.bluetooth.ep.oob,application/vnd.bluetooth.ep.oob,en
https://www.iana.org/assignments/media-types/application/vnd.bluetooth.le.oob,application/vnd.bluetooth.le.oob,en
https://www.iana.org/assignments/media-types/application/vnd.bmi,application/vnd.bmi,en
https://www.iana.org/assignments/media-types/application/vnd.bpf,application/vnd.bpf,en
https://www.iana.org/assignments/media-types/application/vnd.bpf3,application/vnd.bpf3,en
https://www.iana.org/assignments/media-types/application/vnd.businessobjects,application/vnd.businessobjects,en
https://www.iana.org/assignments/media-types/application/vnd.byu.uapi+json,application/vnd.byu.uapi+json,en
https://www.iana.org/assignments/media-types/application/vnd.bzip3,application/vnd.bzip3,en
https://www.iana.org/assignments/media-types/application/vnd.c3voc.schedule+xml,application/vnd.c3voc.schedule+xml,en
https://www.iana.org/assignments/media-types/application/vnd.cab-jscript,application/vnd.cab-jscript,en
https://www.iana.org/assignments/media-types/application/vnd.canon-cpdl,application/vnd.canon-cpdl,en
https://www.iana.org/assignments/media-types/application/vnd.canon-lips,application/vnd.canon-lips,en
https://www.iana.org/assignments/media-types/application/vnd.capasystems-pg+json,application/vnd.capasystems-pg+json,en
https://www.iana.org/assignments/media-types/application/vnd.cel,application/vnd.cel,en
https://www.iana.org/assignments/media-types/application/vnd.cendio.thinlinc.clientconf,application/vnd.cendio.thinlinc.clientconf,en
https://www.iana.org/assignments/media-types/application/vnd.century-systems.tcp_stream,application/vnd.century-systems.tcp_stream,en
https://www.iana.org/assignments/media-types/application/vnd.chemdraw+xml,application/vnd.chemdraw+xml,en
https://www.iana.org/assignments/media-types/application/vnd.chess-pgn,application/vnd.chess-pgn,en
https://www.iana.org/assignments/media-types/application/vnd.chipnuts.karaoke-mmd,application/vnd.chipnuts.karaoke-mmd,en
https://www.iana.org/assignments/media-types/application/vnd.ciedi,application/vnd.ciedi,en
https://www.iana.org/assignments/media-types/application/vnd.cinderella,application/vnd.cinderella,en
https://www.iana.org/assignments/media-types/application/vnd.cirpack.isdn-ext,application/vnd.cirpack.isdn-ext,en
https://www.iana.org/assignments/media-types/application/vnd.citationstyles.style+xml,application/vnd.citationstyles.style+xml,en
https://www.iana.org/assignments/media-types/application/vnd.claymore,application/vnd.claymore,en
https://www.iana.org/assignments/media-types/application/vnd.cloanto.rp9,application/vnd.cloanto.rp9,en
https://www.iana.org/assignments/media-types/application/vnd.clonk.c4group,application/vnd.clonk.c4group,en
https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config,application/vnd.cluetrust.cartomobile-config,en
https://www.iana.org/assignments/media-types/application/vnd.cluetrust.cartomobile-config-pkg,application/vnd.cluetrust.cartomobile-config-pkg,en
https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.chart.content.v1.tar+gzip,application/vnd.cncf.helm.chart.content.v1.tar+gzip,en
https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.chart.provenance.v1.prov,application/vnd.cncf.helm.chart.provenance.v1.prov,en
https://www.iana.org/assignments/media-types/application/vnd.cncf.helm.config.v1+json,application/vnd.cncf.helm.config.v1+json,en
https://www.iana.org/assignments/media-types/application/vnd.coffeescript,application/vnd.coffeescript,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document,application/vnd.collabio.xodocuments.document,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.document-template,application/vnd.collabio.xodocuments.document-template,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation,application/vnd.collabio.xodocuments.presentation,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.presentation-template,application/vnd.collabio.xodocuments.presentation-template,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet,application/vnd.collabio.xodocuments.spreadsheet,en
https://www.iana.org/assignments/media-types/application/vnd.collabio.xodocuments.spreadsheet-template,application/vnd.collabio.xodocuments.spreadsheet-template,en
https://www.iana.org/assignments/media-types/application/vnd.collection.doc+json,application/vnd.collection.doc+json,en
https://www.iana.org/assignments/media-types/application/vnd.collection+json,application/vnd.collection+json,en
https://www.iana.org/assignments/media-types/application/vnd.collection.next+json,application/vnd.collection.next+json,en
https://www.iana.org/assignments/media-types/application/vnd.comicbook-rar,application/vnd.comicbook-rar,en
https://www.iana.org/assignments/media-types/application/vnd.comicbook+zip,application/vnd.comicbook+zip,en
https://www.iana.org/assignments/media-types/application/vnd.commerce-battelle,application/vnd.commerce-battelle,en
https://www.iana.org/assignments/media-types/application/vnd.commonspace,application/vnd.commonspace,en
https://www.iana.org/assignments/media-types/application/vnd.coreos.ignition+json,application/vnd.coreos.ignition+json,en
https://www.iana.org/assignments/media-types/application/vnd.cosmocaller,application/vnd.cosmocaller,en
https://www.iana.org/assignments/media-types/application/vnd.contact.cmsg,application/vnd.contact.cmsg,en
https://www.iana.org/assignments/media-types/application/vnd.crick.clicker,application/vnd.crick.clicker,en
https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.keyboard,application/vnd.crick.clicker.keyboard,en
https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.palette,application/vnd.crick.clicker.palette,en
https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.template,application/vnd.crick.clicker.template,en
https://www.iana.org/assignments/media-types/application/vnd.crick.clicker.wordbank,application/vnd.crick.clicker.wordbank,en
https://www.iana.org/assignments/media-types/application/vnd.criticaltools.wbs+xml,application/vnd.criticaltools.wbs+xml,en
https://www.iana.org/assignments/media-types/application/vnd.cryptii.pipe+json,application/vnd.cryptii.pipe+json,en
https://www.iana.org/assignments/media-types/application/vnd.crypto-shade-file,application/vnd.crypto-shade-file,en
https://www.iana.org/assignments/media-types/application/vnd.cryptomator.encrypted,application/vnd.cryptomator.encrypted,en
https://www.iana.org/assignments/media-types/application/vnd.cryptomator.vault,application/vnd.cryptomator.vault,en
https://www.iana.org/assignments/media-types/application/vnd.ctc-posml,application/vnd.ctc-posml,en
https://www.iana.org/assignments/media-types/application/vnd.ctct.ws+xml,application/vnd.ctct.ws+xml,en
https://www.iana.org/assignments/media-types/application/vnd.cups-pdf,application/vnd.cups-pdf,en
https://www.iana.org/assignments/media-types/application/vnd.cups-postscript,application/vnd.cups-postscript,en
https://www.iana.org/assignments/media-types/application/vnd.cups-ppd,application/vnd.cups-ppd,en
https://www.iana.org/assignments/media-types/application/vnd.cups-raster,application/vnd.cups-raster,en
https://www.iana.org/assignments/media-types/application/vnd.cups-raw,application/vnd.cups-raw,en
https://www.iana.org/assignments/media-types/application/vnd.curl,application/vnd.curl,en
https://www.iana.org/assignments/media-types/application/vnd.cyan.dean.root+xml,application/vnd.cyan.dean.root+xml,en
https://www.iana.org/assignments/media-types/application/vnd.cybank,application/vnd.cybank,en
https://www.iana.org/assignments/media-types/application/vnd.cyclonedx+json,application/vnd.cyclonedx+json,en
https://www.iana.org/assignments/media-types/application/vnd.cyclonedx+xml,application/vnd.cyclonedx+xml,en
https://www.iana.org/assignments/media-types/application/vnd.d2l.coursepackage1p0+zip,application/vnd.d2l.coursepackage1p0+zip,en
https://www.iana.org/assignments/media-types/application/vnd.d3m-dataset,application/vnd.d3m-dataset,en
https://www.iana.org/assignments/media-types/application/vnd.d3m-problem,application/vnd.d3m-problem,en
https://www.iana.org/assignments/media-types/application/vnd.dart,application/vnd.dart,en
https://www.iana.org/assignments/media-types/application/vnd.data-vision.rdz,application/vnd.data-vision.rdz,en
https://www.iana.org/assignments/media-types/application/vnd.datalog,application/vnd.datalog,en
https://www.iana.org/assignments/media-types/application/vnd.datapackage+json,application/vnd.datapackage+json,en
https://www.iana.org/assignments/media-types/application/vnd.dataresource+json,application/vnd.dataresource+json,en
https://www.iana.org/assignments/media-types/application/vnd.dbf,application/vnd.dbf,en
https://www.iana.org/assignments/media-types/application/vnd.dcmp+xml,application/vnd.dcmp+xml,en
