term,term_translation,lang_code
vocab_qualified_attribution_role,Qualified attribution role,en
vocab_qualified_attribution_role,Rol binnen gekwalificeerde toeschrijving,nl
vocab_qualified_attribution_agent_name,Qualified attribution organization,en
vocab_qualified_attribution_agent_name,Organisatie binnen gekwalificeerde toeschrijving,nl
